Junction,CarCount,BusCount,BikeCount,TruckCount,TotalVehicles,Weather,Temperature,Hour,DayOfWeek,IsRushHour,IsWeekend,TrafficSituation
Junction C,81,29,41,9,160,Sunny,33.65840492538891,7,Wednesday,1,0,Severe
Junction A,115,26,42,15,198,Cloudy,33.388486790389585,8,Wednesday,1,0,Severe
Junction B,87,21,33,16,157,Sunny,29.99551078975432,9,Wednesday,1,0,Severe
Junction B,72,18,30,9,129,Cloudy,28.11235020450062,10,Wednesday,0,0,Severe
Junction A,69,16,24,9,118,Cloudy,32.81917613816263,11,Wednesday,0,0,High
Junction C,47,17,26,9,99,Sunny,26.57434646762919,12,Wednesday,0,0,Medium
Junction A,71,18,36,8,133,Cloudy,28.06260270637393,13,Wednesday,0,0,High
Junction B,69,15,27,8,119,Sunny,33.48914761501084,14,Wednesday,0,0,High
Junction B,48,7,31,5,91,Cloudy,30.70089710028272,15,Wednesday,0,0,Medium
Junction B,62,20,27,14,123,Cloudy,31.814641004170408,16,Wednesday,0,0,Severe
Junction B,91,27,28,10,156,Sunny,27.36480060706088,17,Wednesday,1,0,Severe
Junction B,69,24,38,15,146,Cloudy,25.405332052004947,18,Wednesday,1,0,Severe
Junction B,99,13,42,18,172,Cloudy,38.05073525948291,19,Wednesday,1,0,Severe
Junction A,38,15,24,7,84,Cloudy,35.33875328473757,20,Wednesday,0,0,Medium
Junction A,38,17,30,5,90,Cloudy,30.720080659826216,21,Wednesday,0,0,Medium
Junction A,69,13,23,2,107,Cloudy,25.308000528747428,22,Wednesday,0,0,Medium
Junction A,21,9,22,2,54,Sunny,29.007941587809405,23,Wednesday,0,0,Low
Junction C,11,1,3,2,17,Sunny,29.07526052536169,0,Thursday,0,0,Low
Junction A,16,7,18,4,45,Sunny,29.654868643342585,1,Thursday,0,0,Low
Junction A,17,5,22,2,46,Sunny,39.16003625881952,2,Thursday,0,0,Low
Junction C,28,6,13,4,51,Sunny,32.69165005283811,3,Thursday,0,0,Low
Junction C,16,6,15,3,40,Sunny,27.943662902819856,4,Thursday,0,0,Low
Junction B,19,5,12,7,43,Cloudy,35.348471681801826,5,Thursday,0,0,Low
Junction B,31,6,14,3,54,Cloudy,39.9173399938285,6,Thursday,0,0,Low
Junction C,47,11,20,10,88,Sunny,39.20154192834415,7,Thursday,1,0,Medium
Junction C,73,15,44,9,141,Cloudy,37.879798085247344,8,Thursday,1,0,Severe
Junction B,82,17,29,11,139,Sunny,38.396075828626124,9,Thursday,1,0,Severe
Junction C,32,10,19,7,68,Sunny,26.524806797345423,10,Thursday,0,0,Medium
Junction B,71,9,29,18,127,Sunny,25.050669800721124,11,Thursday,0,0,High
Junction B,58,17,34,10,119,Sunny,27.29911441834909,12,Thursday,0,0,High
Junction B,57,4,28,8,97,Sunny,30.874594160942046,13,Thursday,0,0,Medium
Junction C,60,14,15,5,94,Sunny,33.33036950903838,14,Thursday,0,0,Medium
Junction C,47,11,24,9,91,Sunny,35.2482225844208,15,Thursday,0,0,Medium
Junction B,65,12,17,6,100,Sunny,28.58381118280883,16,Thursday,0,0,High
Junction A,102,11,44,10,167,Sunny,28.025219617711567,17,Thursday,1,0,Severe
Junction A,110,23,35,9,177,Cloudy,27.499107472763917,18,Thursday,1,0,Severe
Junction A,81,22,38,10,151,Sunny,25.190824116118485,19,Thursday,1,0,High
Junction C,55,12,22,3,92,Sunny,34.427457212388205,20,Thursday,0,0,Medium
Junction B,30,14,23,6,73,Cloudy,35.20256953219304,21,Thursday,0,0,Medium
Junction C,43,11,14,4,72,Cloudy,34.54223792221738,22,Thursday,0,0,Medium
Junction C,32,5,12,1,50,Cloudy,28.630773068088534,23,Thursday,0,0,Low
Junction B,23,4,11,1,39,Sunny,26.69403599686164,0,Friday,0,0,Low
Junction C,25,1,12,6,44,Cloudy,25.441655996159717,1,Friday,0,0,Low
Junction A,23,12,3,8,46,Sunny,33.95249950089359,2,Friday,0,0,Low
Junction B,20,7,15,2,44,Sunny,28.671992122628378,3,Friday,0,0,Low
Junction C,20,7,14,5,46,Sunny,34.83190784217723,4,Friday,0,0,Low
Junction C,16,6,15,8,45,Cloudy,36.14927021437166,5,Friday,0,0,Low
Junction C,22,5,5,1,33,Sunny,34.5008444032462,6,Friday,0,0,Low
Junction B,81,17,41,10,149,Sunny,30.371281923861233,7,Friday,1,0,Severe
Junction B,81,17,29,9,136,Sunny,37.44632747442448,8,Friday,1,0,Severe
Junction A,98,22,44,14,178,Sunny,32.87395470981838,9,Friday,1,0,Severe
Junction C,69,14,27,4,114,Cloudy,31.254365575468825,10,Friday,0,0,High
Junction B,77,16,30,6,129,Sunny,31.513410457336914,11,Friday,0,0,Severe
Junction B,56,12,16,7,91,Sunny,33.60638300949211,12,Friday,0,0,Medium
Junction A,60,11,39,10,120,Sunny,37.452151151059724,13,Friday,0,0,High
Junction A,80,14,30,18,142,Sunny,31.213977648081347,14,Friday,0,0,High
Junction A,68,18,34,9,129,Sunny,31.2767558713449,15,Friday,0,0,High
Junction B,57,12,42,12,123,Sunny,32.059149969694694,16,Friday,0,0,High
Junction B,79,17,41,11,148,Sunny,30.989246859762964,17,Friday,1,0,Severe
Junction B,63,20,40,17,140,Cloudy,27.225572118848767,18,Friday,1,0,Severe
Junction B,87,21,42,14,164,Sunny,37.83687535769376,19,Friday,1,0,Severe
Junction A,62,12,13,9,96,Sunny,25.608204555171312,20,Friday,0,0,Medium
Junction C,51,12,15,16,94,Cloudy,32.87346043713262,21,Friday,0,0,Medium
Junction B,66,11,17,11,105,Sunny,31.509271411184784,22,Friday,0,0,High
Junction B,30,8,6,1,45,Cloudy,29.36978664684539,23,Friday,0,0,Low
Junction A,25,0,4,5,34,Cloudy,28.213488689784693,0,Saturday,0,1,Low
Junction A,21,3,6,4,34,Cloudy,25.901206239178055,1,Saturday,0,1,Low
Junction C,19,3,7,5,34,Sunny,29.950903493267987,2,Saturday,0,1,Low
Junction B,9,6,6,2,23,Sunny,38.37408280841364,3,Saturday,0,1,Low
Junction B,1,3,6,0,10,Sunny,28.3459071189741,4,Saturday,0,1,Low
Junction B,16,1,6,2,25,Sunny,39.09717406953501,5,Saturday,0,1,Low
Junction C,20,1,13,4,38,Sunny,26.811679735495503,6,Saturday,0,1,Low
Junction A,52,19,30,11,112,Cloudy,27.732668433158615,7,Saturday,1,1,High
Junction A,61,18,29,10,118,Cloudy,29.672864122106102,8,Saturday,1,1,High
Junction B,53,14,24,9,100,Sunny,29.460870907786553,9,Saturday,1,1,High
Junction A,54,10,19,9,92,Cloudy,36.78850997175723,10,Saturday,0,1,Medium
Junction A,56,5,20,6,87,Sunny,37.4140453516013,11,Saturday,0,1,Medium
Junction C,31,9,23,1,64,Sunny,39.31919044414015,12,Saturday,0,1,Medium
Junction C,38,11,21,8,78,Sunny,29.979820736835233,13,Saturday,0,1,Medium
Junction C,34,5,21,9,69,Cloudy,38.96398020761325,14,Saturday,0,1,Medium
Junction B,25,15,18,6,64,Sunny,34.9395198337088,15,Saturday,0,1,Medium
Junction C,34,10,15,5,64,Sunny,30.44656848438897,16,Saturday,0,1,Medium
Junction C,58,7,27,5,97,Sunny,37.4967954248001,17,Saturday,1,1,Medium
Junction C,48,10,17,9,84,Sunny,38.14625402575162,18,Saturday,1,1,Medium
Junction B,69,15,20,9,113,Cloudy,39.0084209838054,19,Saturday,1,1,High
Junction C,26,3,15,7,51,Sunny,30.50013886493572,20,Saturday,0,1,Low
Junction B,29,3,12,5,49,Sunny,27.406617123088644,21,Saturday,0,1,Low
Junction C,25,5,15,2,47,Sunny,25.755175231056747,22,Saturday,0,1,Low
Junction B,17,2,15,0,34,Cloudy,29.3130196657138,23,Saturday,0,1,Low
Junction B,22,0,1,3,26,Sunny,29.000175092366423,0,Sunday,0,1,Low
Junction A,8,6,15,3,32,Sunny,29.630797242039222,1,Sunday,0,1,Low
Junction A,5,1,8,2,16,Sunny,25.07074589540656,2,Sunday,0,1,Low
Junction C,21,4,7,4,36,Sunny,35.57978546552441,3,Sunday,0,1,Low
Junction C,3,0,6,4,13,Cloudy,26.768805931345725,4,Sunday,0,1,Low
Junction C,17,0,5,8,30,Cloudy,34.64819932212116,5,Sunday,0,1,Low
Junction C,13,1,8,6,28,Sunny,38.15424388107634,6,Sunday,0,1,Low
Junction C,43,14,13,4,74,Sunny,30.424281584048558,7,Sunday,1,1,Medium
Junction C,33,8,12,13,66,Sunny,33.90656870277168,8,Sunday,1,1,Medium
Junction A,57,12,17,7,93,Sunny,30.49212945033136,9,Sunday,1,1,Medium
Junction B,26,11,8,4,49,Cloudy,38.125920213925525,10,Sunday,0,1,Low
Junction B,38,6,11,0,55,Sunny,25.18446943560628,11,Sunday,0,1,Low
Junction B,23,4,19,4,50,Cloudy,35.62789130481192,12,Sunday,0,1,Low
Junction A,34,4,18,7,63,Sunny,36.972040349020546,13,Sunday,0,1,Low
Junction A,28,14,26,7,75,Sunny,26.692553820705495,14,Sunday,0,1,Medium
Junction C,33,6,12,8,59,Cloudy,35.915265464318935,15,Sunday,0,1,Low
Junction A,49,5,14,9,77,Sunny,34.10439706408174,16,Sunday,0,1,Medium
Junction A,67,13,25,9,114,Cloudy,31.349078030438083,17,Sunday,1,1,High
Junction C,28,12,8,4,52,Sunny,30.779379849859858,18,Sunday,1,1,Low
Junction B,36,12,23,7,78,Sunny,35.159969667196265,19,Sunday,1,1,Medium
Junction A,35,5,17,8,65,Sunny,30.199580548559798,20,Sunday,0,1,Low
Junction B,31,3,13,2,49,Sunny,29.490365687584713,21,Sunday,0,1,Low
Junction C,17,5,15,3,40,Cloudy,37.643101355792375,22,Sunday,0,1,Low
Junction B,11,1,2,1,15,Cloudy,25.19270925603269,23,Sunday,0,1,Low
Junction B,12,7,10,4,33,Sunny,28.75785370206944,0,Monday,0,0,Low
Junction B,16,12,7,0,35,Cloudy,32.16113584765966,1,Monday,0,0,Low
Junction C,33,3,17,7,60,Sunny,33.619858839287716,2,Monday,0,0,Low
Junction B,22,5,3,4,34,Cloudy,32.32457371694908,3,Monday,0,0,Low
Junction B,35,7,17,6,65,Sunny,33.31468304334709,4,Monday,0,0,Medium
Junction C,25,7,5,1,38,Sunny,37.628757220745314,5,Monday,0,0,Low
Junction C,13,8,19,3,43,Sunny,28.691339505332586,6,Monday,0,0,Low
Junction C,86,21,31,15,153,Sunny,31.7119508431923,7,Monday,1,0,Severe
Junction B,76,16,44,10,146,Sunny,25.288181744867916,8,Monday,1,0,Severe
Junction B,85,21,39,14,159,Sunny,29.55513431900495,9,Monday,1,0,Severe
Junction B,78,14,24,15,131,Sunny,25.060811090822313,10,Monday,0,0,Severe
Junction A,74,14,35,8,131,Sunny,31.34921271326401,11,Monday,0,0,High
Junction C,60,14,31,6,111,Cloudy,36.06138296542878,12,Monday,0,0,High
Junction A,70,20,30,7,127,Sunny,39.4995036910307,13,Monday,0,0,High
Junction B,51,11,19,11,92,Sunny,38.11876391334942,14,Monday,0,0,Medium
Junction B,49,12,33,11,105,Sunny,27.36917956012602,15,Monday,0,0,High
Junction B,47,11,27,9,94,Sunny,35.30397784570694,16,Monday,0,0,Medium
Junction A,110,32,50,11,203,Sunny,35.90073262663812,17,Monday,1,0,Severe
Junction A,106,21,47,15,189,Sunny,38.08709572864585,18,Monday,1,0,Severe
Junction A,93,20,38,15,166,Cloudy,36.00330842463891,19,Monday,1,0,Severe
Junction B,54,11,14,7,86,Sunny,26.59513764070623,20,Monday,0,0,Medium
Junction C,41,11,19,5,76,Sunny,26.807246450630963,21,Monday,0,0,Medium
Junction B,47,14,14,8,83,Sunny,36.50254191131366,22,Monday,0,0,Medium
Junction A,19,7,21,2,49,Sunny,31.434231660069972,23,Monday,0,0,Low
Junction C,21,2,8,0,31,Cloudy,38.63689800153516,0,Tuesday,0,0,Low
Junction B,27,6,15,0,48,Sunny,34.52280784087319,1,Tuesday,0,0,Low
Junction A,25,10,8,1,44,Sunny,28.86270260093303,2,Tuesday,0,0,Low
Junction C,26,4,16,6,52,Sunny,39.17654607803112,3,Tuesday,0,0,Low
Junction C,7,8,10,3,28,Cloudy,38.107599294606516,4,Tuesday,0,0,Low
Junction B,18,4,11,2,35,Cloudy,27.859497883842074,5,Tuesday,0,0,Low
Junction C,17,0,4,3,24,Sunny,25.665876828849225,6,Tuesday,0,0,Low
Junction B,69,19,36,10,134,Cloudy,30.31682347145955,7,Tuesday,1,0,Severe
Junction C,82,14,36,8,140,Sunny,27.296282191597733,8,Tuesday,1,0,Severe
Junction A,100,21,40,18,179,Cloudy,27.806811816251102,9,Tuesday,1,0,Severe
Junction B,59,12,26,9,106,Sunny,36.06879959139201,10,Tuesday,0,0,High
Junction A,54,14,28,13,109,Sunny,39.56164242443303,11,Tuesday,0,0,Medium
Junction C,41,16,27,7,91,Sunny,25.686342483272448,12,Tuesday,0,0,Medium
Junction A,77,11,35,12,135,Sunny,38.781502832375466,13,Tuesday,0,0,High
Junction C,47,14,20,7,88,Sunny,26.438736373428235,14,Tuesday,0,0,Medium
Junction C,54,16,23,5,98,Cloudy,34.2466651380456,15,Tuesday,0,0,Medium
Junction C,53,18,28,8,107,Cloudy,26.847454859029792,16,Tuesday,0,0,High
Junction C,83,13,37,11,144,Sunny,26.801738651753173,17,Tuesday,1,0,Severe
Junction A,99,24,45,8,176,Sunny,33.06839697602917,18,Tuesday,1,0,Severe
Junction C,68,13,29,11,121,Cloudy,38.65641351687661,19,Tuesday,1,0,High
Junction B,32,4,24,3,63,Sunny,29.19120420445133,20,Tuesday,0,0,Medium
Junction A,34,16,27,10,87,Sunny,33.76706003970043,21,Tuesday,0,0,Medium
Junction C,44,12,19,5,80,Sunny,37.57863112188061,22,Tuesday,0,0,Medium
Junction A,23,4,25,4,56,Sunny,29.975482800114733,23,Tuesday,0,0,Low
Junction A,23,8,12,2,45,Sunny,37.110501675758094,0,Wednesday,0,0,Low
Junction A,37,7,10,5,59,Sunny,39.25009572110329,1,Wednesday,0,0,Low
Junction A,36,7,5,5,53,Sunny,39.763476688089895,2,Wednesday,0,0,Low
Junction B,17,4,12,3,36,Sunny,36.89770568152662,3,Wednesday,0,0,Low
Junction A,20,4,5,0,29,Sunny,26.21725934798291,4,Wednesday,0,0,Low
Junction B,23,4,16,3,46,Sunny,31.23223941139835,5,Wednesday,0,0,Low
Junction A,26,0,9,5,40,Sunny,27.5887517295443,6,Wednesday,0,0,Low
Junction A,81,14,58,15,168,Cloudy,35.593348003838535,7,Wednesday,1,0,Severe
Junction C,76,13,29,8,126,Sunny,29.288350057491904,8,Wednesday,1,0,High
Junction B,79,21,33,14,147,Cloudy,29.665663596688653,9,Wednesday,1,0,Severe
Junction C,49,10,21,10,90,Sunny,32.69282608031768,10,Wednesday,0,0,Medium
Junction C,62,12,27,14,115,Sunny,31.14409801332357,11,Wednesday,0,0,High
Junction B,51,7,25,8,91,Sunny,34.17701625917697,12,Wednesday,0,0,Medium
Junction C,60,9,25,7,101,Cloudy,35.46777626904813,13,Wednesday,0,0,High
Junction B,62,9,24,7,102,Cloudy,28.469998001934083,14,Wednesday,0,0,High
Junction B,64,10,23,3,100,Sunny,27.450150291295728,15,Wednesday,0,0,High
Junction A,80,21,33,16,150,Sunny,31.12854736881949,16,Wednesday,0,0,High
Junction C,70,17,32,9,128,Sunny,28.416661907966947,17,Wednesday,1,0,High
Junction A,93,22,42,15,172,Sunny,32.52035330205191,18,Wednesday,1,0,Severe
Junction B,91,19,26,11,147,Cloudy,38.782005885451994,19,Wednesday,1,0,Severe
Junction B,48,12,25,7,92,Sunny,35.80157006829136,20,Wednesday,0,0,Medium
Junction C,47,11,18,4,80,Cloudy,31.4369291416954,21,Wednesday,0,0,Medium
Junction B,31,11,27,7,76,Sunny,31.06108016673683,22,Wednesday,0,0,Medium
Junction B,24,2,15,5,46,Sunny,36.19166744456581,23,Wednesday,0,0,Low
Junction C,4,7,7,6,24,Sunny,32.586327850261824,0,Thursday,0,0,Low
Junction B,14,8,5,7,34,Cloudy,31.040436251510783,1,Thursday,0,0,Low
Junction C,16,4,6,5,31,Cloudy,36.060446972839856,2,Thursday,0,0,Low
Junction B,23,10,5,3,41,Cloudy,39.14841688358363,3,Thursday,0,0,Low
Junction A,23,12,11,6,52,Sunny,34.08010474600559,4,Thursday,0,0,Low
Junction B,28,4,5,3,40,Sunny,28.728039187190298,5,Thursday,0,0,Low
Junction A,35,1,10,8,54,Sunny,39.57619922055425,6,Thursday,0,0,Low
Junction B,86,15,30,13,144,Cloudy,30.48264890374574,7,Thursday,1,0,Severe
Junction B,78,22,38,8,146,Sunny,25.641284523446977,8,Thursday,1,0,Severe
Junction A,104,15,38,16,173,Sunny,37.640124704498724,9,Thursday,1,0,Severe
Junction B,83,20,24,9,136,Sunny,28.337585672636468,10,Thursday,0,0,Severe
Junction B,40,6,44,11,101,Cloudy,38.8538981463929,11,Thursday,0,0,High
Junction B,59,20,18,9,106,Sunny,33.825835022319275,12,Thursday,0,0,High
Junction B,59,19,10,6,94,Sunny,29.786817997635342,13,Thursday,0,0,Medium
Junction C,49,15,26,5,95,Sunny,37.09171560994717,14,Thursday,0,0,Medium
Junction A,68,22,36,14,140,Sunny,31.266096310201444,15,Thursday,0,0,High
Junction B,61,9,24,9,103,Cloudy,37.355879839221316,16,Thursday,0,0,High
Junction A,121,10,40,13,184,Sunny,32.204574199423156,17,Thursday,1,0,Severe
Junction B,82,20,48,12,162,Sunny,25.148282856095214,18,Thursday,1,0,Severe
Junction C,81,22,35,19,157,Sunny,25.152339855804154,19,Thursday,1,0,Severe
Junction C,44,11,12,14,81,Sunny,31.30115972329004,20,Thursday,0,0,Medium
Junction A,46,10,22,8,86,Cloudy,27.735766041280336,21,Thursday,0,0,Medium
Junction C,35,10,28,9,82,Cloudy,33.81526983370725,22,Thursday,0,0,Medium
Junction C,11,3,9,5,28,Sunny,25.233570577277835,23,Thursday,0,0,Low
Junction A,43,3,15,0,61,Sunny,33.75891212401004,0,Friday,0,0,Low
Junction C,28,3,10,7,48,Cloudy,35.70580072818543,1,Friday,0,0,Low
Junction A,29,3,16,4,52,Cloudy,39.96321134498952,2,Friday,0,0,Low
Junction B,21,1,1,7,30,Sunny,27.77191838608713,3,Friday,0,0,Low
Junction B,31,0,7,0,38,Sunny,31.46346477249115,4,Friday,0,0,Low
Junction C,20,4,9,4,37,Sunny,33.91708779397263,5,Friday,0,0,Low
Junction B,19,11,11,6,47,Sunny,36.86844649999312,6,Friday,0,0,Low
Junction A,128,28,49,18,223,Sunny,28.477275284380624,7,Friday,1,0,Severe
Junction A,75,21,51,19,166,Cloudy,34.05740102752931,8,Friday,1,0,Severe
Junction B,99,23,40,11,173,Sunny,32.987662239031266,9,Friday,1,0,Severe
Junction C,67,8,33,5,113,Sunny,26.619534763123003,10,Friday,0,0,High
Junction B,56,13,34,12,115,Cloudy,33.35757254171397,11,Friday,0,0,High
Junction C,59,14,17,11,101,Cloudy,28.185205383764952,12,Friday,0,0,High
Junction B,63,12,32,6,113,Sunny,35.16281165287076,13,Friday,0,0,High
Junction B,58,17,31,12,118,Sunny,29.05884838683049,14,Friday,0,0,High
Junction B,59,18,28,12,117,Cloudy,39.65440801439017,15,Friday,0,0,High
Junction B,62,15,16,12,105,Sunny,31.94982363860639,16,Friday,0,0,High
Junction A,112,27,56,18,213,Sunny,29.324959769768164,17,Friday,1,0,Severe
Junction C,83,21,25,14,143,Sunny,27.3619804663141,18,Friday,1,0,Severe
Junction C,71,11,38,18,138,Sunny,32.03936671650024,19,Friday,1,0,Severe
Junction B,55,11,13,10,89,Cloudy,26.437844589930364,20,Friday,0,0,Medium
Junction C,35,7,26,7,75,Sunny,28.306077889135025,21,Friday,0,0,Medium
Junction C,56,11,15,4,86,Sunny,37.64112849367583,22,Friday,0,0,Medium
Junction C,25,3,10,7,45,Sunny,26.54566429408338,23,Friday,0,0,Low
Junction B,31,1,10,5,47,Sunny,31.29328111978021,0,Saturday,0,1,Low
Junction C,16,2,9,2,29,Sunny,29.133203252443394,1,Saturday,0,1,Low
Junction B,18,2,9,4,33,Cloudy,26.699315979135484,2,Saturday,0,1,Low
Junction B,13,0,1,2,16,Sunny,27.298607639177746,3,Saturday,0,1,Low
Junction B,22,4,9,0,35,Sunny,26.286732317581748,4,Saturday,0,1,Low
Junction A,13,5,3,2,23,Sunny,26.24241355238585,5,Saturday,0,1,Low
Junction C,10,0,5,2,17,Sunny,32.04328074929257,6,Saturday,0,1,Low
Junction A,50,5,45,12,112,Cloudy,26.88806467752404,7,Saturday,1,1,High
Junction C,44,9,22,9,84,Cloudy,25.08501439504523,8,Saturday,1,1,Medium
Junction A,67,11,39,13,130,Sunny,26.51141794336373,9,Saturday,1,1,High
Junction B,38,13,23,4,78,Cloudy,31.985307439927574,10,Saturday,0,1,Medium
Junction A,51,16,33,6,106,Sunny,28.527556843231945,11,Saturday,0,1,Medium
Junction B,47,7,11,7,72,Sunny,38.807184133019234,12,Saturday,0,1,Medium
Junction C,29,9,16,6,60,Cloudy,33.30978530950513,13,Saturday,0,1,Low
Junction B,33,6,22,4,65,Cloudy,30.023551192409098,14,Saturday,0,1,Medium
Junction C,23,13,18,5,59,Cloudy,37.15547395022648,15,Saturday,0,1,Low
Junction A,58,4,14,11,87,Sunny,34.40871567799466,16,Saturday,0,1,Medium
Junction C,60,10,19,10,99,Cloudy,33.51477994486475,17,Saturday,1,1,High
Junction B,40,10,22,6,78,Cloudy,36.55262495040357,18,Saturday,1,1,Medium
Junction A,65,11,30,16,122,Cloudy,26.756492589785825,19,Saturday,1,1,High
Junction B,39,4,18,1,62,Sunny,25.80346467462022,20,Saturday,0,1,Medium
Junction A,34,7,12,3,56,Sunny,28.47130086380657,21,Saturday,0,1,Low
Junction A,32,4,17,8,61,Sunny,28.64981961676329,22,Saturday,0,1,Low
Junction B,17,2,2,8,29,Sunny,31.403539323242654,23,Saturday,0,1,Low
Junction C,3,4,11,0,18,Cloudy,34.22860517712531,0,Sunday,0,1,Low
Junction A,13,0,0,3,16,Cloudy,25.316353074593724,1,Sunday,0,1,Low
Junction C,4,2,4,1,11,Sunny,38.15712516020615,2,Sunday,0,1,Low
Junction B,3,4,0,3,10,Sunny,26.330417291727176,3,Sunday,0,1,Low
Junction B,17,4,5,3,29,Sunny,37.88564666418779,4,Sunday,0,1,Low
Junction A,18,8,2,2,30,Sunny,32.841775721068004,5,Sunday,0,1,Low
Junction A,20,1,3,0,24,Sunny,28.699386776364562,6,Sunday,0,1,Low
Junction C,31,5,13,4,53,Sunny,26.59352538301262,7,Sunday,1,1,Low
Junction A,42,2,16,5,65,Sunny,33.481389403154374,8,Sunday,1,1,Low
Junction B,39,11,14,9,73,Cloudy,34.72812109078558,9,Sunday,1,1,Medium
Junction B,40,7,13,5,65,Sunny,28.603529954349423,10,Sunday,0,1,Medium
Junction A,44,9,14,6,73,Sunny,37.24295579808573,11,Sunday,0,1,Medium
Junction B,48,9,10,3,70,Sunny,37.9914561780606,12,Sunday,0,1,Medium
Junction C,29,4,21,3,57,Sunny,30.363633930174903,13,Sunday,0,1,Low
Junction C,32,2,10,1,45,Cloudy,28.259487003579636,14,Sunday,0,1,Low
Junction B,27,7,7,4,45,Sunny,32.698638024358566,15,Sunday,0,1,Low
Junction B,29,11,9,4,53,Sunny,30.200227169644585,16,Sunday,0,1,Low
Junction C,29,9,15,5,58,Sunny,39.03872115949778,17,Sunday,1,1,Low
Junction C,43,11,13,7,74,Cloudy,37.13876550183325,18,Sunday,1,1,Medium
Junction B,38,10,19,6,73,Sunny,31.7836047144231,19,Sunday,1,1,Medium
Junction C,19,7,15,3,44,Cloudy,27.404028237484457,20,Sunday,0,1,Low
Junction C,28,4,9,4,45,Sunny,26.465281790653695,21,Sunday,0,1,Low
Junction C,32,10,5,2,49,Sunny,34.32446944244893,22,Sunday,0,1,Low
Junction B,15,1,2,1,19,Cloudy,28.12634733859011,23,Sunday,0,1,Low
Junction A,37,6,18,3,64,Sunny,35.15761199615609,0,Monday,0,0,Low
Junction C,36,4,10,1,51,Sunny,39.79622275015477,1,Monday,0,0,Low
Junction B,26,5,7,6,44,Sunny,37.85606922743883,2,Monday,0,0,Low
Junction B,25,3,10,0,38,Cloudy,36.80088734134748,3,Monday,0,0,Low
Junction A,36,5,9,4,54,Cloudy,37.50797320021213,4,Monday,0,0,Low
Junction C,19,10,3,0,32,Sunny,27.828762700089875,5,Monday,0,0,Low
Junction C,20,4,10,6,40,Sunny,35.81975208604484,6,Monday,0,0,Low
Junction B,93,13,34,11,151,Sunny,37.4066983940928,7,Monday,1,0,Severe
Junction A,106,26,45,13,190,Sunny,31.7913144642462,8,Monday,1,0,Severe
Junction B,111,19,43,16,189,Sunny,35.512872478562514,9,Monday,1,0,Severe
Junction B,71,12,41,6,130,Sunny,34.107629218580016,10,Monday,0,0,Severe
Junction A,75,16,37,12,140,Cloudy,34.04072931646484,11,Monday,0,0,High
Junction C,55,22,39,13,129,Sunny,32.58706753459624,12,Monday,0,0,High
Junction B,73,23,28,9,133,Sunny,33.98622793041913,13,Monday,0,0,Severe
Junction A,71,14,39,14,138,Sunny,31.37500218598962,14,Monday,0,0,High
Junction B,62,16,29,13,120,Sunny,31.07705773787616,15,Monday,0,0,High
Junction B,69,10,35,17,131,Sunny,32.59441048424981,16,Monday,0,0,Severe
Junction B,82,24,27,15,148,Sunny,34.55294571996612,17,Monday,1,0,Severe
Junction A,83,25,50,15,173,Sunny,34.047378471223986,18,Monday,1,0,Severe
Junction B,81,16,45,18,160,Sunny,30.818454866561954,19,Monday,1,0,Severe
Junction B,45,17,27,11,100,Cloudy,34.76195959351756,20,Monday,0,0,High
Junction C,44,6,21,9,80,Cloudy,32.994988672222114,21,Monday,0,0,Medium
Junction C,46,5,23,11,85,Sunny,39.371237706383745,22,Monday,0,0,Medium
Junction C,12,5,14,7,38,Sunny,36.82987533721118,23,Monday,0,0,Low
Junction C,20,2,14,0,36,Sunny,28.29277123936231,0,Tuesday,0,0,Low
Junction A,24,1,11,4,40,Sunny,33.1619125095198,1,Tuesday,0,0,Low
Junction C,22,10,4,5,41,Sunny,26.194355958999665,2,Tuesday,0,0,Low
Junction B,24,2,9,2,37,Cloudy,38.62305269564791,3,Tuesday,0,0,Low
Junction C,18,1,7,4,30,Sunny,32.69849376272856,4,Tuesday,0,0,Low
Junction A,30,8,6,6,50,Sunny,33.006709535781724,5,Tuesday,0,0,Low
Junction C,14,5,5,6,30,Cloudy,36.16478878535827,6,Tuesday,0,0,Low
Junction B,85,5,15,18,123,Cloudy,37.04447294529332,7,Tuesday,1,0,Severe
Junction A,88,16,33,12,149,Cloudy,31.75853559356674,8,Tuesday,1,0,Severe
Junction C,70,20,33,10,133,Cloudy,37.441344626004394,9,Tuesday,1,0,Severe
Junction B,70,17,26,7,120,Cloudy,38.708590951590395,10,Tuesday,0,0,High
Junction B,51,11,16,17,95,Sunny,31.8059430592848,11,Tuesday,0,0,Medium
Junction A,60,14,34,12,120,Cloudy,36.60244285752203,12,Tuesday,0,0,High
Junction B,67,9,29,8,113,Cloudy,39.4173578942459,13,Tuesday,0,0,High
